range,column,x_start,x_end,y_start,y_end
52,42,202.758,206.773,3.440,3.948
52,43,202.758,206.773,2.932,3.440
52,44,202.758,206.773,2.424,2.932
52,45,202.758,206.773,1.916,2.424
52,46,202.758,206.773,1.408,1.916
52,47,202.758,206.773,0.900,1.408
52,48,202.758,206.773,0.392,0.900
53,1,206.773,210.789,24.268,24.776
53,2,206.773,210.789,23.760,24.268
53,3,206.773,210.789,23.252,23.760
53,4,206.773,210.789,22.744,23.252
53,5,206.773,210.789,22.236,22.744
53,6,206.773,210.789,21.728,22.236
53,7,206.773,210.789,21.220,21.728
53,8,206.773,210.789,20.712,21.220
53,9,206.773,210.789,20.204,20.712
53,10,206.773,210.789,19.696,20.204
53,11,206.773,210.789,19.188,19.696
53,12,206.773,210.789,18.680,19.188
53,13,206.773,210.789,18.172,18.680
53,14,206.773,210.789,17.664,18.172
53,15,206.773,210.789,17.156,17.664
53,16,206.773,210.789,16.648,17.156
53,17,206.773,210.789,16.140,16.648
53,18,206.773,210.789,15.632,16.140
53,19,206.773,210.789,15.124,15.632
53,20,206.773,210.789,14.616,15.124
53,21,206.773,210.789,14.108,14.616
53,22,206.773,210.789,13.600,14.108
53,23,206.773,210.789,13.092,13.600
53,24,206.773,210.789,12.584,13.092
53,25,206.773,210.789,12.076,12.584
53,26,206.773,210.789,11.568,12.076
53,27,206.773,210.789,11.060,11.568
53,28,206.773,210.789,10.552,11.060
53,29,206.773,210.789,10.044,10.552
53,30,206.773,210.789,9.536,10.044
53,31,206.773,210.789,9.028,9.536
53,32,206.773,210.789,8.520,9.028
53,33,206.773,210.789,8.012,8.520
53,34,206.773,210.789,7.504,8.012
53,35,206.773,210.789,6.996,7.504
53,36,206.773,210.789,6.488,6.996
53,37,206.773,210.789,5.980,6.488
53,38,206.773,210.789,5.472,5.980
53,39,206.773,210.789,4.964,5.472
53,40,206.773,210.789,4.456,4.964
53,41,206.773,210.789,3.948,4.456
53,42,206.773,210.789,3.440,3.948
53,43,206.773,210.789,2.932,3.440
53,44,206.773,210.789,2.424,2.932
53,45,206.773,210.789,1.916,2.424
53,46,206.773,210.789,1.408,1.916
53,47,206.773,210.789,0.900,1.408
53,48,206.773,210.789,0.392,0.900
54,1,210.789,214.805,24.268,24.776
54,2,210.789,214.805,23.760,24.268
54,3,210.789,214.805,23.252,23.760
54,4,210.789,214.805,22.744,23.252
54,5,210.789,214.805,22.236,22.744
54,6,210.789,214.805,21.728,22.236
54,7,210.789,214.805,21.220,21.728
54,8,210.789,214.805,20.712,21.220
54,9,210.789,214.805,20.204,20.712
54,10,210.789,214.805,19.696,20.204
54,11,210.789,214.805,19.188,19.696
54,12,210.789,214.805,18.680,19.188
54,13,210.789,214.805,18.172,18.680
54,14,210.789,214.805,17.664,18.172
54,15,210.789,214.805,17.156,17.664
54,16,210.789,214.805,16.648,17.156
54,17,210.789,214.805,16.140,16.648
54,18,210.789,214.805,15.632,16.140
54,19,210.789,214.805,15.124,15.632
54,20,210.789,214.805,14.616,15.124
54,21,210.789,214.805,14.108,14.616
54,22,210.789,214.805,13.600,14.108
54,23,210.789,214.805,13.092,13.600
54,24,210.789,214.805,12.584,13.092
54,25,210.789,214.805,12.076,12.584
54,26,210.789,214.805,11.568,12.076
54,27,210.789,214.805,11.060,11.568
54,28,210.789,214.805,10.552,11.060
54,29,210.789,214.805,10.044,10.552
54,30,210.789,214.805,9.536,10.044
54,31,210.789,214.805,9.028,9.536
54,32,210.789,214.805,8.520,9.028
54,33,210.789,214.805,8.012,8.520
54,34,210.789,214.805,7.504,8.012
54,35,210.789,214.805,6.996,7.504
54,36,210.789,214.805,6.488,6.996
54,37,210.789,214.805,5.980,6.488
54,38,210.789,214.805,5.472,5.980
54,39,210.789,214.805,4.964,5.472
54,40,210.789,214.805,4.456,4.964
54,41,210.789,214.805,3.948,4.456
54,42,210.789,214.805,3.440,3.948
54,43,210.789,214.805,2.932,3.440
54,44,210.789,214.805,2.424,2.932
54,45,210.789,214.805,1.916,2.424
54,46,210.789,214.805,1.408,1.916
54,47,210.789,214.805,0.900,1.408
54,48,210.789,214.805,0.392,0.900
